frame_number,frame_size,frame_area,position,class_id,class_name,score,bbox,speed,area,area_relative,object_id,x_position,y_position,final_class,final_class_name,label
1378,"(1920, 1080)",2073600,"(92, 1212)",0,Bird,0.3468111753463745,"[57.7406120300293, 1190.6295166015625, 126.44502258300781, 1234.2760009765625]",364.6011506672259,2998.705981694162,0.0014461352149373852,0,92,1212,5,Military_Aircraft,0 Military_Aircraft
1379,"(1920, 1080)",2073600,"(92, 1212)",0,Bird,0.7361388206481934,"[55.83647155761719, 1190.02392578125, 129.98899841308594, 1235.96875]",0.0,3406.9248117506504,0.0016430000056667875,0,92,1212,5,Military_Aircraft,0 Military_Aircraft
1380,"(1920, 1080)",2073600,"(95, 1212)",5,Military_Aircraft,0.820911169052124,"[63.73878479003906, 1196.3975830078125, 127.26972961425781, 1229.4471435546875]",89.91008991008991,2099.6698075681925,0.00101257224516213,0,95,1212,5,Military_Aircraft,0 Military_Aircraft
1381,"(1920, 1080)",2073600,"(83, 1212)",5,Military_Aircraft,0.6093989014625549,"[47.94488525390625, 1192.506591796875, 118.60850524902344, 1233.3505859375]",359.64035964035963,2886.184481035918,0.0013918713739563648,0,83,1212,5,Military_Aircraft,0 Military_Aircraft
1382,"(1920, 1080)",2073600,"(88, 1215)",0,Bird,0.7093642354011536,"[51.69976043701172, 1191.739501953125, 124.50389862060547, 1238.361083984375]",174.7538030423167,3394.2441005408764,0.0016368846935478764,0,88,1215,5,Military_Aircraft,0 Military_Aircraft
1383,"(1920, 1080)",2073600,"(82, 1215)",5,Military_Aircraft,0.49650782346725464,"[48.999359130859375, 1197.7255859375, 115.30766296386719, 1233.4656982421875]",179.82017982017982,2369.86622572504,0.0011428753017578316,0,82,1215,5,Military_Aircraft,0 Military_Aircraft
1384,"(1920, 1080)",2073600,"(77, 1214)",5,Military_Aircraft,0.7540866732597351,"[44.26639175415039, 1196.4075927734375, 111.12020874023438, 1233.3582763671875]",152.8177676401434,2470.2942384872586,0.001191307020875414,0,77,1214,5,Military_Aircraft,0 Military_Aircraft
1385,"(1920, 1080)",2073600,"(81, 1215)",5,Military_Aircraft,0.42532989382743835,"[48.84739685058594, 1196.6634521484375, 115.06307983398438, 1235.0162353515625]",123.56959916936046,2539.5557341091335,0.0012247085909091115,0,81,1215,5,Military_Aircraft,0 Military_Aircraft
1386,"(1920, 1080)",2073600,"(70, 1218)",6,Flying_insect,0.23925337195396423,"[36.219852447509766, 1195.86083984375, 104.82806396484375, 1240.53955078125]",341.71091661312823,3065.3264503218234,0.0014782631415518053,0,70,1218,5,Military_Aircraft,0 Military_Aircraft
1387,"(1920, 1080)",2073600,"(73, 1217)",5,Military_Aircraft,0.802865743637085,"[41.61405944824219, 1200.969970703125, 106.03816223144531, 1234.8992919921875]",94.77355624880258,2185.8660820908844,0.0010541406645885824,0,73,1217,5,Military_Aircraft,0 Military_Aircraft
1388,"(1920, 1080)",2073600,"(70, 1220)",5,Military_Aircraft,0.7797814607620239,"[38.381900787353516, 1205.0322265625, 101.93948364257812, 1235.6485595703125]",127.1520685450335,1945.900121867191,0.0009384163396350266,0,70,1220,5,Military_Aircraft,0 Military_Aircraft
1389,"(1920, 1080)",2073600,"(58, 1220)",0,Bird,0.6844964623451233,"[24.19164276123047, 1197.5867919921875, 93.44559478759766, 1243.6990966796875]",359.64035964035963,3193.459336653352,0.0015400556214570562,0,58,1220,5,Military_Aircraft,0 Military_Aircraft
1390,"(1920, 1080)",2073600,"(65, 1222)",0,Bird,0.3268924951553345,"[26.42230224609375, 1199.4951171875, 104.86380004882812, 1245.21240234375]",218.1851115668487,3586.1323231309652,0.0017294233811395473,0,65,1222,5,Military_Aircraft,0 Military_Aircraft
1391,"(1920, 1080)",2073600,"(57, 1221)",2,Drone,0.6443053483963013,"[20.888832092285156, 1199.8428955078125, 94.8957748413086, 1243.596923828125]",241.62610634261387,3238.1018689405173,0.0015615846204381353,0,57,1221,5,Military_Aircraft,0 Military_Aircraft
1392,"(1920, 1080)",2073600,"(53, 1223)",5,Military_Aircraft,0.7028606534004211,"[20.4404296875, 1204.131591796875, 87.24205780029297, 1242.239013671875]",134.030048601386,2545.6378244310617,0.001227641697738745,0,53,1223,5,Military_Aircraft,0 Military_Aircraft
1393,"(1920, 1080)",2073600,"(58, 1225)",5,Military_Aircraft,0.5397819876670837,"[26.13365936279297, 1209.5426025390625, 90.3251953125, 1241.2806396484375]",161.39355066337174,2037.3133500795811,0.000982500651080045,0,58,1225,5,Military_Aircraft,0 Military_Aircraft
1394,"(1920, 1080)",2073600,"(47, 1222)",2,Drone,0.22462916374206543,"[15.850692749023438, 1201.4067993164062, 80.04908752441406, 1244.3628540039062]",341.71091661312823,2757.709756821394,0.0013299140416769839,0,47,1222,5,Military_Aircraft,0 Military_Aircraft
1395,"(1920, 1080)",2073600,"(46, 1223)",2,Drone,0.16311241686344147,"[11.31219482421875, 1197.5679321289062, 81.28617858886719, 1248.8480834960938]",42.38402284834451,3588.2764792162925,0.0017304574070294621,0,46,1223,5,Military_Aircraft,0 Military_Aircraft
1396,"(1920, 1080)",2073600,"(44, 1227)",5,Military_Aircraft,0.742214024066925,"[14.312166213989258, 1212.6834716796875, 74.48945617675781, 1242.9141845703125]",134.030048601386,1819.2023754003458,0.0008773159603589631,0,44,1227,5,Military_Aircraft,0 Military_Aircraft
1397,"(1920, 1080)",2073600,"(36, 1224)",0,Bird,0.47371917963027954,"[4.91566276550293, 1201.0086669921875, 68.63410949707031, 1248.6448974609375]",256.0640483112147,3035.306613615714,0.001463785982646467,0,36,1224,5,Military_Aircraft,0 Military_Aircraft
1398,"(1920, 1080)",2073600,"(33, 1226)",5,Military_Aircraft,0.21490725874900818,"[8.622146606445312, 1206.5865478515625, 58.95355987548828, 1246.5738525390625]",108.05847978413554,2012.6175577417016,0.0009705910290035212,0,33,1226,5,Military_Aircraft,0 Military_Aircraft
1399,"(1920, 1080)",2073600,"(33, 1229)",5,Military_Aircraft,0.6640847325325012,"[3.6082763671875, 1214.5439453125, 64.326904296875, 1243.940185546875]",89.91008991008991,1784.8993733227253,0.0008607732317335673,0,33,1229,5,Military_Aircraft,0 Military_Aircraft
1400,"(1920, 1080)",2073600,"(29, 1228)",5,Military_Aircraft,0.8042904734611511,"[0.0, 1211.603271484375, 59.555423736572266, 1244.49853515625]",123.56959916936046,1959.0913669047877,0.0009447778582681268,0,29,1228,5,Military_Aircraft,0 Military_Aircraft
1401,"(1920, 1080)",2073600,"(29, 1229)",5,Military_Aircraft,0.55732262134552,"[5.2913665771484375, 1211.5469970703125, 53.42959976196289, 1246.6458740234375]",29.97002997002997,1689.597923294641,0.0008148138133172459,0,29,1229,5,Military_Aircraft,0 Military_Aircraft
1402,"(1920, 1080)",2073600,"(26, 1229)",2,Drone,0.3476594388484955,"[0.0, 1210.4195556640625, 52.41487121582031, 1248.1419677734375]",89.91008991008991,1977.2153726629913,0.0009535182159833099,0,26,1229,5,Military_Aircraft,0 Military_Aircraft
1403,"(1920, 1080)",2073600,"(28, 1229)",5,Military_Aircraft,0.7850042581558228,"[0.0, 1212.086669921875, 56.30084991455078, 1246.56005859375]",59.94005994005994,1940.8810816612095,0.0009359958920048271,0,28,1229,5,Military_Aircraft,0 Military_Aircraft
1404,"(1920, 1080)",2073600,"(25, 1231)",5,Military_Aircraft,0.5813361406326294,"[0.0, 1214.8878173828125, 51.152408599853516, 1248.4503173828125]",108.05847978413554,1716.8027136325836,0.000827933407423121,0,25,1231,5,Military_Aircraft,0 Military_Aircraft
1406,"(1920, 1080)",2073600,"(28, 1231)",4,Missile,0.124192014336586,"[0.0, 1212.791259765625, 56.31866455078125, 1249.29833984375]",89.91008991008991,2056.029996648431,0.0009915268116553004,0,28,1231,5,Military_Aircraft,0 Military_Aircraft
1407,"(1920, 1080)",2073600,"(19, 1232)",5,Military_Aircraft,0.3774286210536957,"[0.0, 1217.3668212890625, 39.978572845458984, 1248.3668212890625]",271.39016398014235,1239.3357582092285,0.0005976734945067652,0,19,1232,5,Military_Aircraft,0 Military_Aircraft
1408,"(1920, 1080)",2073600,"(20, 1232)",5,Military_Aircraft,0.15981602668762207,"[0.0, 1214.94091796875, 40.32724380493164, 1250.198974609375]",29.97002997002997,1421.8602462345734,0.0006856964922041731,0,20,1232,5,Military_Aircraft,0 Military_Aircraft
1411,"(1920, 1080)",2073600,"(15, 1231)",5,Military_Aircraft,0.31183192133903503,"[0.0, 1215.9358520507812, 31.688133239746094, 1246.7405395507812]",152.8177676401434,976.143041908741,0.00047074799474765673,0,15,1231,5,Military_Aircraft,0 Military_Aircraft
3,"(1920, 1080)",2073600,"(639, 925)",0,Bird,0.3461151123046875,"[625.5283813476562, 914.9412231445312, 654.3204345703125, 935.6797485351562]",0.0,597.104726806283,0.00028795559741815347,2,639,925,0,Bird,2 Bird
4,"(1920, 1080)",2073600,"(638, 927)",0,Bird,0.4411769509315491,"[621.7864990234375, 914.7249755859375, 656.179931640625, 939.6513061523438]",67.015024300693,857.3020707294345,0.00041343656960331524,2,638,927,0,Bird,2 Bird
5,"(1920, 1080)",2073600,"(639, 927)",0,Bird,0.42410221695899963,"[624.9232177734375, 916.6166381835938, 653.3472290039062, 937.6587524414062]",29.97002997002997,598.1012919768691,0.00028843619404748705,2,639,927,0,Bird,2 Bird
6,"(1920, 1080)",2073600,"(635, 927)",0,Bird,0.37885966897010803,"[617.9927368164062, 915.3993530273438, 652.970458984375, 939.9713745117188]",119.88011988011988,859.4733405858278,0.0004144836711930111,2,635,927,0,Bird,2 Bird
7,"(1920, 1080)",2073600,"(634, 927)",0,Bird,0.35930484533309937,"[616.8519897460938, 915.4749755859375, 652.4066772460938, 940.0081787109375]",29.97002997002997,872.2703704833984,0.00042065507835812037,2,634,927,0,Bird,2 Bird
8,"(1920, 1080)",2073600,"(634, 929)",0,Bird,0.4222256541252136,"[616.5296020507812, 916.6181640625, 652.6510620117188, 942.3439331054688]",59.94005994005994,929.2523364499211,0.00044813480731574127,2,634,929,0,Bird,2 Bird
9,"(1920, 1080)",2073600,"(634, 930)",0,Bird,0.4035320580005646,"[617.0132446289062, 918.6329956054688, 652.2723999023438, 942.9494018554688]",29.97002997002997,857.3759436607361,0.0004134721950524383,2,634,930,0,Bird,2 Bird
10,"(1920, 1080)",2073600,"(633, 930)",0,Bird,0.37598907947540283,"[617.396728515625, 918.9591674804688, 649.8505249023438, 941.64208984375]",29.97002997002997,736.146943833679,0.0003550091357222603,2,633,930,0,Bird,2 Bird
11,"(1920, 1080)",2073600,"(632, 932)",0,Bird,0.366757869720459,"[613.205078125, 919.18212890625, 651.3287353515625, 945.0514526367188]",67.015024300693,986.2332305833697,0.00047561401937855406,2,632,932,0,Bird,2 Bird
12,"(1920, 1080)",2073600,"(632, 932)",0,Bird,0.3237813413143158,"[614.1564331054688, 919.75341796875, 651.1217651367188, 945.34423828125]",0.0,945.9731698036194,0.0004561984808080726,2,632,932,0,Bird,2 Bird
13,"(1920, 1080)",2073600,"(632, 932)",0,Bird,0.3808668553829193,"[615.80810546875, 920.7061767578125, 649.651123046875, 945.0877685546875]",0.0,825.1466397643089,0.00039792951377522613,2,632,932,0,Bird,2 Bird
14,"(1920, 1080)",2073600,"(633, 934)",0,Bird,0.3737376928329468,"[613.3906860351562, 919.8955078125, 653.9450073242188, 949.0960693359375]",67.015024300693,1184.2089538425207,0.0005710884229564626,2,633,934,0,Bird,2 Bird
15,"(1920, 1080)",2073600,"(632, 933)",0,Bird,0.35318467020988464,"[613.0593872070312, 920.4639282226562, 651.2268676757812, 947.47509765625]",42.38402284834451,1030.9482817947865,0.0004971779908346771,2,632,933,0,Bird,2 Bird
16,"(1920, 1080)",2073600,"(632, 934)",0,Bird,0.3828733563423157,"[614.0672607421875, 921.6859130859375, 649.9342041015625, 947.92236328125]",29.97002997002997,941.0212731063366,0.0004538104133421762,2,632,934,0,Bird,2 Bird
17,"(1920, 1080)",2073600,"(631, 938)",0,Bird,0.36240121722221375,"[620.5122375488281, 928.9249877929688, 642.9709167480469, 947.2522583007812]",123.56959916936046,411.60628893226385,0.0001984984032273649,2,631,938,0,Bird,2 Bird
18,"(1920, 1080)",2073600,"(632, 939)",0,Bird,0.3711816370487213,"[614.265625, 926.272705078125, 649.9072265625, 951.8038330078125]",42.38402284834451,909.9702891111374,0.00043883598047412105,2,632,939,0,Bird,2 Bird
19,"(1920, 1080)",2073600,"(633, 939)",0,Bird,0.37337368726730347,"[613.5994262695312, 926.526123046875, 652.5234375, 952.8013916015625]",29.97002997002997,1022.7388483062387,0.0004932189661970673,2,633,939,0,Bird,2 Bird
20,"(1920, 1080)",2073600,"(632, 941)",0,Bird,0.3272055983543396,"[608.917236328125, 926.102783203125, 655.3038940429688, 956.9152221679688]",67.015024300693,1429.2860596217215,0.0006892776136293024,2,632,941,0,Bird,2 Bird
21,"(1920, 1080)",2073600,"(635, 942)",0,Bird,0.41586509346961975,"[615.311279296875, 928.6395263671875, 655.6534423828125, 956.162109375]",94.77355624880258,1110.3205322474241,0.0005354555035915433,2,635,942,0,Bird,2 Bird
22,"(1920, 1080)",2073600,"(636, 942)",0,Bird,0.40728482604026794,"[617.149658203125, 929.0736694335938, 656.1088256835938, 955.8319702148438]",29.97002997002997,1042.4811216294765,0.000502739738440141,2,636,942,0,Bird,2 Bird
23,"(1920, 1080)",2073600,"(634, 945)",0,Bird,0.38501715660095215,"[619.1802978515625, 933.611572265625, 650.6815795898438, 957.2091064453125]",108.05847978413554,743.3525725230575,0.0003584840723973078,2,634,945,0,Bird,2 Bird
24,"(1920, 1080)",2073600,"(637, 945)",0,Bird,0.3700443506240845,"[622.0482788085938, 934.5752563476562, 652.7517700195312, 956.5072631835938]",89.91008991008991,673.3891791254282,0.00032474400999490174,2,637,945,0,Bird,2 Bird
25,"(1920, 1080)",2073600,"(638, 944)",0,Bird,0.42621904611587524,"[622.946044921875, 933.9422607421875, 653.1558837890625, 955.4219970703125]",42.38402284834451,648.8993733823299,0.0003129337255894724,2,638,944,0,Bird,2 Bird
26,"(1920, 1080)",2073600,"(637, 947)",0,Bird,0.410615473985672,"[618.8395385742188, 934.03955078125, 656.7139892578125, 960.8480224609375]",94.77355624880258,1015.3561385348439,0.0004896586316236709,2,637,947,0,Bird,2 Bird
27,"(1920, 1080)",2073600,"(639, 947)",0,Bird,0.4192333221435547,"[616.6649169921875, 932.2849731445312, 661.7543334960938, 962.8547973632812]",59.94005994005994,1378.3755366504192,0.0006647258567951482,2,639,947,0,Bird,2 Bird
28,"(1920, 1080)",2073600,"(641, 949)",0,Bird,0.3960075378417969,"[615.9940795898438, 933.0324096679688, 666.0708618164062, 965.9060668945312]",84.76804569668901,1646.206973925233,0.0007938883940611655,2,641,949,0,Bird,2 Bird
29,"(1920, 1080)",2073600,"(640, 949)",0,Bird,0.3905048370361328,"[616.162109375, 933.3795776367188, 665.8319091796875, 965.6284790039062]",29.97002997002997,1601.7964748293161,0.000772471293802718,2,640,949,0,Bird,2 Bird
30,"(1920, 1080)",2073600,"(642, 951)",0,Bird,0.3877464830875397,"[626.4047393798828, 940.523681640625, 659.3060302734375, 961.833251953125]",84.76804569668901,701.1123716682196,0.0003381136051640719,2,642,951,0,Bird,2 Bird
31,"(1920, 1080)",2073600,"(642, 951)",0,Bird,0.3443171977996826,"[617.1522216796875, 934.8856811523438, 668.0074462890625, 967.446044921875]",0.0,1655.8646128624678,0.0007985458202461747,2,642,951,0,Bird,2 Bird
32,"(1920, 1080)",2073600,"(645, 951)",0,Bird,0.32795068621635437,"[629.495361328125, 940.6532592773438, 661.1121826171875, 962.6420288085938]",89.91008991008991,695.2149966359138,0.0003352695778529677,2,645,951,0,Bird,2 Bird
33,"(1920, 1080)",2073600,"(647, 953)",0,Bird,0.3900972604751587,"[628.9434204101562, 940.6096801757812, 665.8994750976562, 966.95361328125]",84.76804569668901,973.5678325295448,0.0004695060920763623,2,647,953,0,Bird,2 Bird
34,"(1920, 1080)",2073600,"(649, 954)",0,Bird,0.36613625288009644,"[630.1985473632812, 941.3408203125, 668.5027465820312, 967.2235107421875]",67.015024300693,991.415730535984,0.00047811329597607254,2,649,954,0,Bird,2 Bird
35,"(1920, 1080)",2073600,"(652, 954)",0,Bird,0.36213618516921997,"[633.2567749023438, 942.087158203125, 670.9342041015625, 967.8358154296875]",89.91008991008991,970.1432096287608,0.0004678545571126354,2,652,954,0,Bird,2 Bird
36,"(1920, 1080)",2073600,"(653, 957)",0,Bird,0.26558545231819153,"[626.7081909179688, 940.18505859375, 680.17919921875, 974.6414794921875]",94.77355624880258,1842.419567875564,0.0008885125230881385,2,653,957,0,Bird,2 Bird
37,"(1920, 1080)",2073600,"(655, 956)",0,Bird,0.4038076400756836,"[637.0629272460938, 943.705078125, 674.3062133789062, 969.64306640625]",67.015024300693,966.0159192681313,0.0004658641585976713,2,655,956,0,Bird,2 Bird
38,"(1920, 1080)",2073600,"(657, 957)",0,Bird,0.39871639013290405,"[638.4024047851562, 944.10205078125, 677.2247924804688, 970.273681640625]",67.015024300693,1016.0451998412609,0.0004899909335654229,2,657,957,0,Bird,2 Bird
39,"(1920, 1080)",2073600,"(658, 958)",0,Bird,0.35741180181503296,"[636.718017578125, 943.7508544921875, 679.6858520507812, 973.253173828125]",42.38402284834451,1267.6507737860084,0.0006113284981606907,2,658,958,0,Bird,2 Bird
40,"(1920, 1080)",2073600,"(661, 959)",0,Bird,0.3344045579433441,"[639.3220825195312, 944.19140625, 684.6209106445312, 974.1998291015625]",94.77355624880258,1359.346389055252,0.0006555489916354418,2,661,959,0,Bird,2 Bird
41,"(1920, 1080)",2073600,"(663, 962)",0,Bird,0.4014787971973419,"[642.4403686523438, 948.535400390625, 685.1350708007812, 976.9725952148438]",108.05847978413554,1214.117562957108,0.0005855119420124942,2,663,962,0,Bird,2 Bird
42,"(1920, 1080)",2073600,"(667, 963)",0,Bird,0.4007057547569275,"[648.2941284179688, 950.707275390625, 686.7993774414062, 976.4022827148438]",123.56959916936046,989.3926556780934,0.0004771376618817966,2,667,963,0,Bird,2 Bird
43,"(1920, 1080)",2073600,"(669, 963)",0,Bird,0.39672622084617615,"[651.051513671875, 950.9857177734375, 687.9351806640625, 976.3802490234375]",59.94005994005994,936.643434047699,0.0004516991869442993,2,669,963,0,Bird,2 Bird
44,"(1920, 1080)",2073600,"(667, 965)",0,Bird,0.3985218405723572,"[640.6534423828125, 947.3699340820312, 693.8917846679688, 983.5211791992188]",84.76804569668901,1924.6323615834117,0.0009281598965969385,2,667,965,0,Bird,2 Bird
45,"(1920, 1080)",2073600,"(676, 965)",0,Bird,0.4368840157985687,"[650.7724609375, 949.619384765625, 701.5171508789062, 981.06884765625]",269.7302697302697,1595.8932432085276,0.0007696244421337421,2,676,965,0,Bird,2 Bird
46,"(1920, 1080)",2073600,"(678, 965)",0,Bird,0.3457023799419403,"[654.97900390625, 950.5986328125, 702.2092895507812, 980.6239013671875]",59.94005994005994,1418.1020103916526,0.0006838840713694313,2,678,965,0,Bird,2 Bird
47,"(1920, 1080)",2073600,"(681, 969)",0,Bird,0.3571375012397766,"[659.6334838867188, 955.3734741210938, 703.3636474609375, 983.5592651367188]",149.85014985014985,1232.5692515820265,0.0005944103258015174,2,681,969,0,Bird,2 Bird
48,"(1920, 1080)",2073600,"(686, 969)",0,Bird,0.36866888403892517,"[665.5711669921875, 956.051513671875, 706.58349609375, 982.169677734375]",149.85014985014985,1071.1667400598526,0.0005165734664640492,2,686,969,0,Bird,2 Bird
49,"(1920, 1080)",2073600,"(688, 969)",0,Bird,0.45512425899505615,"[663.86962890625, 953.9102783203125, 712.4541015625, 984.917724609375]",59.94005994005994,1506.4804263710976,0.0007265048352484074,2,688,969,0,Bird,2 Bird
50,"(1920, 1080)",2073600,"(688, 972)",0,Bird,0.3740285038948059,"[661.1376342773438, 954.7783813476562, 716.6049194335938, 989.8463745117188]",89.91008991008991,1945.1263766884804,0.000938043198634491,2,688,972,0,Bird,2 Bird
51,"(1920, 1080)",2073600,"(694, 971)",0,Bird,0.39805135130882263,"[669.7071533203125, 954.4447631835938, 718.609619140625, 988.3928833007812]",182.30057533361295,1660.146783694625,0.0008006109103465591,2,694,971,0,Bird,2 Bird
52,"(1920, 1080)",2073600,"(697, 972)",0,Bird,0.38201966881752014,"[673.7560424804688, 956.2463989257812, 721.5326538085938, 988.2741088867188]",94.77355624880258,1530.1754505336285,0.0007379318337835786,2,697,972,0,Bird,2 Bird
53,"(1920, 1080)",2073600,"(703, 972)",0,Bird,0.43177399039268494,"[678.7066650390625, 957.353759765625, 728.1724243164062, 987.9481201171875]",179.82017982017982,1513.3732643947005,0.0007298289276594813,2,703,972,0,Bird,2 Bird
54,"(1920, 1080)",2073600,"(709, 974)",0,Bird,0.4205736517906189,"[687.5413208007812, 961.0211791992188, 731.4287109375, 988.4210815429688]",189.54711249760516,1202.5102038681507,0.0005799142572666621,2,709,974,0,Bird,2 Bird
55,"(1920, 1080)",2073600,"(713, 974)",0,Bird,0.4313642680644989,"[691.9528198242188, 960.06787109375, 734.7763061523438, 988.06201171875]",119.88011988011988,1198.8066983222961,0.0005781282302866011,2,713,974,0,Bird,2 Bird
56,"(1920, 1080)",2073600,"(715, 975)",0,Bird,0.4350302219390869,"[689.268310546875, 959.4517822265625, 740.9791259765625, 992.307861328125]",67.015024300693,1699.0146421641111,0.0008193550550559949,2,715,975,0,Bird,2 Bird
57,"(1920, 1080)",2073600,"(721, 976)",0,Bird,0.4266572892665863,"[691.9667358398438, 957.6472778320312, 750.8878784179688, 995.8306274414062]",182.30057533361295,2249.806586444378,0.0010849761701602902,2,721,976,0,Bird,2 Bird
58,"(1920, 1080)",2073600,"(720, 978)",0,Bird,0.5116786956787109,"[690.6612548828125, 959.9122924804688, 749.5963134765625, 996.4304809570312]",67.015024300693,2152.201577603817,0.0010379058533969024,2,720,978,0,Bird,2 Bird
59,"(1920, 1080)",2073600,"(728, 976)",0,Bird,0.42003360390663147,"[702.9647827148438, 960.48779296875, 754.9180297851562, 992.9443359375]",247.13919833872092,1686.2227959036827,0.0008131861477158964,2,728,976,0,Bird,2 Bird
60,"(1920, 1080)",2073600,"(732, 977)",0,Bird,0.49221664667129517,"[703.3775024414062, 959.3657836914062, 761.507080078125, 995.33740234375]",123.56959916936046,2091.0149991698563,0.0010083984370996607,2,732,977,0,Bird,2 Bird
61,"(1920, 1080)",2073600,"(738, 978)",0,Bird,0.4367743730545044,"[717.523681640625, 964.4771118164062, 760.4505615234375, 992.2197875976562]",182.30057533361295,1190.9065108895302,0.0005743183405138553,2,738,978,0,Bird,2 Bird
62,"(1920, 1080)",2073600,"(740, 979)",0,Bird,0.3961857855319977,"[712.7642822265625, 961.58203125, 767.4474487304688, 996.6361083984375]",67.015024300693,1916.867937348783,0.0009244154790455165,2,740,979,0,Bird,2 Bird
63,"(1920, 1080)",2073600,"(741, 980)",0,Bird,0.5070728659629822,"[711.0199584960938, 960.7091674804688, 771.642333984375, 1000.2108764648438]",42.38402284834451,2394.6874344795942,0.0011548454062883845,2,741,980,0,Bird,2 Bird
64,"(1920, 1080)",2073600,"(752, 981)",0,Bird,0.5255289673805237,"[724.9910888671875, 963.0814819335938, 779.2904663085938, 999.0928344726562]",331.02980071490293,1955.394023694098,0.0009429948030932185,2,752,981,0,Bird,2 Bird
65,"(1920, 1080)",2073600,"(759, 981)",0,Bird,0.5026791095733643,"[732.5894165039062, 963.2597045898438, 785.6365356445312, 999.06689453125]",209.7902097902098,1899.4682709127665,0.0009160244362040733,2,759,981,0,Bird,2 Bird
66,"(1920, 1080)",2073600,"(762, 980)",0,Bird,0.4414202868938446,"[737.2088012695312, 963.2587280273438, 788.21337890625, 997.28173828125]",94.77355624880258,1735.3292679302394,0.0008368678954138886,2,762,980,0,Bird,2 Bird
67,"(1920, 1080)",2073600,"(770, 979)",0,Bird,0.4769863784313202,"[743.68798828125, 962.0919799804688, 797.5186157226562, 997.2394409179688]",241.62610634261387,1892.0098752379417,0.0009124276018701494,2,770,979,0,Bird,2 Bird
68,"(1920, 1080)",2073600,"(772, 981)",0,Bird,0.4754376709461212,"[746.215576171875, 963.684814453125, 799.179931640625, 998.7066650390625]",84.76804569668901,1854.9097436070442,0.0008945359488845699,2,772,981,0,Bird,2 Bird
69,"(1920, 1080)",2073600,"(779, 980)",0,Bird,0.4879666864871979,"[756.5048828125, 965.9353637695312, 801.9349975585938, 994.4615478515625]",211.92011424172253,1295.9478161148727,0.000624974834160336,2,779,980,0,Bird,2 Bird
70,"(1920, 1080)",2073600,"(783, 981)",0,Bird,0.532055675983429,"[755.619873046875, 963.7260131835938, 810.6650390625, 999.8450317382812]",123.56959916936046,1988.1773726642132,0.0009588046743172324,2,783,981,0,Bird,2 Bird
71,"(1920, 1080)",2073600,"(787, 980)",0,Bird,0.5317909121513367,"[760.9566650390625, 963.1453857421875, 814.2960205078125, 997.623779296875]",123.56959916936046,1839.0552898049355,0.0008868900896050036,2,787,980,0,Bird,2 Bird
72,"(1920, 1080)",2073600,"(796, 981)",0,Bird,0.5055088996887207,"[769.6223754882812, 962.9459838867188, 822.5653076171875, 999.0715942382812]",271.39016398014235,1912.5957369580865,0.0009223551972212994,2,796,981,0,Bird,2 Bird
73,"(1920, 1080)",2073600,"(802, 979)",0,Bird,0.5031468868255615,"[778.7490234375, 965.416259765625, 825.9834594726562, 994.4437866210938]",189.54711249760516,1371.098860513419,0.0006612166572692028,2,802,979,0,Bird,2 Bird
74,"(1920, 1080)",2073600,"(807, 981)",0,Bird,0.541664719581604,"[781.0169677734375, 962.6466064453125, 834.156005859375, 999.8367919921875]",161.39355066337174,1976.250686198473,0.0009530529929583685,2,807,981,0,Bird,2 Bird
75,"(1920, 1080)",2073600,"(818, 979)",0,Bird,0.5844821333885193,"[791.2416381835938, 960.1115112304688, 844.957275390625, 999.4066772460938]",335.075121503465,2110.764881685376,0.0010179228788991977,2,818,979,0,Bird,2 Bird
76,"(1920, 1080)",2073600,"(825, 979)",0,Bird,0.5811388492584229,"[800.81689453125, 963.1766967773438, 849.9407958984375, 995.7947387695312]",209.7902097902098,1602.3254776149988,0.0007727264070288382,2,825,979,0,Bird,2 Bird
77,"(1920, 1080)",2073600,"(831, 977)",0,Bird,0.49660640954971313,"[805.4617919921875, 958.7037963867188, 857.1453247070312, 996.0499877929688]",189.54711249760516,1930.1831053197384,0.0009308367598957072,2,831,977,0,Bird,2 Bird
78,"(1920, 1080)",2073600,"(836, 978)",0,Bird,0.5633122324943542,"[809.0028686523438, 958.7451782226562, 863.4306030273438, 998.4244995117188]",152.8177676401434,2159.6555593013763,0.0010415005590766668,2,836,978,0,Bird,2 Bird
79,"(1920, 1080)",2073600,"(844, 977)",0,Bird,0.553826093673706,"[825.0699462890625, 962.9760131835938, 864.556640625, 992.3521728515625]",241.62610634261387,1159.9674375727773,0.0005593978769158841,2,844,977,0,Bird,2 Bird
80,"(1920, 1080)",2073600,"(852, 979)",0,Bird,0.5620987415313721,"[826.1881713867188, 959.7365112304688, 879.37939453125, 999.1803588867188]",247.13919833872092,2098.0665023624897,0.0010117990462782068,2,852,979,0,Bird,2 Bird
81,"(1920, 1080)",2073600,"(857, 977)",0,Bird,0.5702859163284302,"[832.0856323242188, 958.90283203125, 883.2160034179688, 995.466064453125]",161.39355066337174,1869.4916421175003,0.000901568114447097,2,857,977,0,Bird,2 Bird
82,"(1920, 1080)",2073600,"(866, 976)",0,Bird,0.570440948009491,"[840.1409912109375, 958.8740844726562, 893.7533569335938, 994.5609741210938]",271.39016398014235,1913.2585793361068,0.0009226748550039095,2,866,976,0,Bird,2 Bird
